year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.4,13.3,20.3,8.4
1988,6.3,15.3,19.6,8.1
1989,6.5,14.9,20.6,8.2
1990,6.9,14.8,20.0,7.5
1991,5.5,13.6,21.9,6.9
1992,4.5,15.3,20.7,8.3
1993,4.9,16.0,18.9,7.4
1994,7.2,15.1,21.3,10.1
1995,6.5,14.7,20.0,9.1
1996,5.3,15.4,18.0,7.9
1997,6.4,15.4,20.9,8.9
1998,6.5,15.7,20.2,7.0
1999,6.1,16.0,21.5,8.0
2000,6.1,16.5,20.7,10.1
2001,8.1,15.5,20.1,7.8
2002,7.2,16.0,19.2,10.2
2003,5.5,18.8,23.0,8.3
2004,5.3,15.8,20.9,8.7
2005,4.5,16.7,20.6,8.4
2006,4.3,16.7,22.0,10.5
2007,7.9,17.6,19.1,7.1
2008,6.8,16.3,19.2,8.0
2009,4.7,17.6,21.7,9.5
2010,4.4,15.7,20.5,7.8
2011,6.3,17.9,20.5,10.0
2012,5.3,16.4,20.7,9.7
2013,4.0,14.5,21.3,9.1
2014,8.3,16.8,19.9,10.6
2015,5.9,17.3,22.0,10.1
2016,7.3,15.7,21.8,7.8
