year,annual-precipitations
1987,1268
1988,1530
1989,933
1990,698
1991,1775
1992,1345
1993,934
1994,1774
1995,1223
1996,1709
1997,1634
1998,867
1999,1063
2000,1292
2001,1457
2002,1542
2003,1398
2004,855
2005,732
2006,1398
2007,416
2008,548
2009,938
2010,969
2011,627
2012,548
2013,886
2014,1922
2015,1014
2016,980
