year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,65,-93,-154,536
1988,546,230,-256,160
1989,106,-105,-340,293
1990,49,-228,-368,234
1991,644,-183,-57,393
1992,99,-35,-66,470
1993,-89,88,-274,349
1994,370,45,-193,547
1995,210,-173,-148,379
1996,564,-63,-154,464
1997,190,32,-254,771
1998,2,95,-184,99
1999,75,-70,-125,314
2000,-91,51,-208,698
2001,868,-212,-313,120
2002,239,-144,-171,654
2003,492,-204,-334,426
2004,106,-252,-288,290
2005,-1,-263,-376,274
2006,225,-240,-238,620
2007,17,-120,-303,-30
2008,46,-115,-288,63
2009,91,-165,-336,391
2010,294,-183,-375,278
2011,127,-229,-346,123
2012,-114,-129,-312,164
2013,293,-245,-307,211
2014,783,-69,-128,425
2015,69,-204,-198,306
2016,460,-31,-379,12
