year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,39,122,3
1988,40,117,3
1989,43,124,3
1990,37,121,4
1991,37,125,4
1992,36,116,3
1993,37,116,2
1994,32,122,3
1995,39,128,3
1996,40,116,3
1997,35,117,3
1998,25,120,2
1999,39,121,3
2000,39,116,3
2001,45,113,3
2002,33,116,3
2003,31,120,3
2004,38,116,3
2005,29,122,4
2006,43,129,4
2007,48,127,3
2008,44,108,4
2009,30,109,4
2010,34,121,2
2011,41,112,3
2012,34,131,2
2013,38,109,3
2014,40,124,3
2015,46,122,2
2016,40,121,4
2016,0
2017,24,113,3
2018,23,115,3
2019,45,111,3
2020,33,109,1
2021,24,111,3
2022,40,128,3
2023,37,108,3
2024,38,109,4
2025,39,120,4
2026,28,110,4
2027,30,117,3
2028,44,118,3
2029,21,111,3
2030,31,121,2
2031,38,109,4
2032,39,109,2
2033,27,103,3
2034,38,118,2
2035,33,113,3
2036,33,109,3
2037,31,121,3
2038,27,120,3
2039,32,120,3
2040,26,110,2
2041,33,119,3
2042,27,114,3
2043,26,122,4
2044,35,127,3
2045,40,117,3
2046,35,114,4
