year,annual-average-temperature
1987,12.3
1988,11.7
1989,12.7
1990,13.0
1991,12.4
1992,11.4
1993,11.4
1994,13.1
1995,12.6
1996,11.9
1997,13.1
1998,13.0
1999,12.5
2000,11.7
2001,12.8
2002,12.8
2003,12.6
2004,11.5
2005,12.5
2006,13.1
2007,10.5
2008,10.4
2009,13.4
2010,13.5
2011,14.0
2012,13.2
2013,12.9
2014,12.6
2015,13.6
2016,12.6

min.,10
max.,17
steps,8
decimals
