year,A1,A2,A3
,label A1,label A2,label A3
1987,26,2306,177
1988,37,2162,256
1989,23,2347,183
1990,24,2252,203
1991,12,2247,142
1992,40,2127,264
1993,17,2104,156
1994,23,2220,218
1995,20,2262,162
1996,29,2151,261
1997,22,2051,208
1998,35,2219,253
1999,26,2085,206
2000,16,2215,194
2001,21,2265,172
2002,2,2282,66
2003,30,2345,214
2004,37,2253,252
2005,23,2104,214
2006,47,2229,303
2007,39,2283,255
2008,42,2450,252
2009,30,2332,182
2010,46,2173,287
2011,28,2156,227
2012,35,2257,218
2013,38,2220,250
2014,34,2217,250
2015,22,2491,173
2016,22,2271,172
2016
2017,75,1901,487
2018,64,1997,417
2019,45,2197,297
2020,43,1985,286
2021,54,1985,434
2022,45,2221,283
2023,54,2043,385
2024,33,2035,285
2025,56,2149,355
2026,50,2018,357
2027,62,1991,485
2028,65,2218,403
2029,55,1885,419
2030,29,2121,254
2031,66,2092,393
2032,45,1948,328
2033,38,1864,286
2034,37,2245,267
2035,36,2078,263
2036,50,1998,314
2037,47,2171,332
2038,58,2121,330
2039,72,2115,468
2040,78,1957,501
2041,46,2121,319
2042,83,1846,508
2043,24,2058,196
2044,48,2252,308
2045,51,2118,329
2046,61,2195,375

min,,1500
max,,3000
steps,,11
decimals
