year,annual-hydric-deficit
1987,113
1988,172
1989,-139
1990,-194
1991,53
1992,-10
1993,95
1994,265
1995,-181
1996,-122
1997,27
1998,225
1999,156
2000,473
2001,319
2002,118
2003,-331
2004,-185
2005,-27
2006,43
2007,61
2008,29
2009,202
2010,9
2011,-164
2012,366
2013,29
2014,98
2015,102
2016,40
