year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,41,-54,-32,159
1988,224,-113,-11,73
1989,55,-130,-168,104
1990,58,-165,-228,142
1991,11,-21,-102,165
1992,47,-154,-53,150
1993,24,-143,-2,217
1994,104,-7,-81,249
1995,135,-190,-167,41
1996,20,-87,-173,118
1997,7,-71,-169,261
1998,59,-77,-47,290
1999,113,-111,-4,157
2000,29,-2,-72,518
2001,300,-94,-8,120
2002,112,-67,-125,198
2003,1,-185,-222,74
2004,23,-176,-143,111
2005,10,-110,-66,138
2006,48,-86,-142,223
2007,96,-91,-29,85
2008,96,-105,-80,119
2009,90,-104,-170,386
2010,101,-147,-97,153
2011,45,-229,-98,118
2012,12,-29,-99,482
2013,32,-123,-152,272
2014,174,-156,-104,183
2015,155,-175,18,104
2016,108,-23,-169,123
