year,F1,F3,M4
,label F1,label F3,label M4
1987,50,133,3
1988,59,138,1
1989,45,125,3
1990,53,139,0
1991,52,131,1
1992,52,132,2
1993,45,134,2
1994,31,130,3
1995,44,127,2
1996,34,128,2
1997,53,135,2
1998,57,132,0
1999,23,134,3
2000,45,136,1
2001,47,141,1
2002,51,129,1
2003,41,138,1
2004,47,128,2
2005,54,126,4
2006,35,135,0
2007,45,134,3
2008,54,133,2
2009,59,146,2
2010,56,136,4
2011,36,135,2
2012,46,138,5
2013,32,135,1
2014,58,138,1
2015,55,139,2
2016,57,132,0
2016
2017,43,131,1
2018,30,125,4
2019,25,123,3
2020,22,134,3
2021,32,130,4
2022,20,132,3
2023,29,111,3
2024,55,131,5
2025,38,128,4
2026,35,136,4
2027,29,133,3
2028,31,130,2
2029,25,129,2
2030,59,124,6
2031,34,130,5
2032,33,129,4
2033,33,133,1
2034,19,127,3
2035,43,128,5
2036,49,128,3
2037,27,135,2
2038,54,135,3
2039,30,138,4
2040,30,125,4
2041,47,134,2
2042,37,122,6
2043,31,142,4
2044,44,132,2
2045,24,139,3
2046,22,143,1
