year,annual-estival-days
1987,11
1988,4
1989,19
1990,20
1991,14
1992,10
1993,3
1994,12
1995,21
1996,11
1997,18
1998,4
1999,14
2000,8
2001,11
2002,7
2003,21
2004,11
2005,14
2006,29
2007,4
2008,11
2009,14
2010,7
2011,16
2012,8
2013,11
2014,7
2015,9
2016,15
