year,annual-precipitations
1987,733
1988,803
1989,619
1990,612
1991,712
1992,679
1993,802
1994,960
1995,566
1996,574
1997,743
1998,893
1999,893
2000,1168
2001,1049
2002,850
2003,500
2004,554
2005,683
2006,787
2007,762
2008,762
2009,957
2010,691
2011,601
2012,1077
2013,714
2014,848
2015,866
2016,737
