year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,2,-42,6,0,-87,87,14,164
1988,0,0,-37,3,0,-57,81,14,134
1989,0,0,-94,5,0,-234,80,21,111
1990,2,0,4,5,0,-23,78,26,115
1991,3,0,-90,1,0,-191,80,26,130
1992,0,0,-81,6,0,-178,80,10,75
1993,0,0,-138,4,0,-250,87,4,137
1994,1,0,-146,4,0,-242,81,24,76
1995,0,0,32,3,1,-76,88,18,96
1996,5,0,-134,4,0,-251,85,19,178
1997,4,0,-149,5,0,-286,80,13,95
1998,2,0,-98,6,0,-120,76,18,159
1999,3,0,-100,6,0,-289,79,13,138
2000,4,1,-123,5,0,-220,81,13,150
2001,0,0,-35,4,0,-109,82,9,133
2002,0,0,-60,3,0,-139,82,22,121
2003,0,1,-69,4,0,-119,89,30,115
2004,1,0,-27,2,0,-142,73,17,41
2005,0,0,-52,6,0,-189,73,11,80
2006,1,0,-55,2,0,-43,86,18,175
2007,3,0,-111,6,0,-287,81,17,47
2008,3,0,-53,4,0,-109,86,27,150
2009,2,1,-90,5,0,-154,81,12,103
2010,2,0,-54,7,0,-165,81,19,149
2011,0,1,-92,4,0,-214,72,3,134
2012,0,0,-90,6,0,-226,84,16,55
2013,0,0,-16,3,0,-46,78,21,139
2014,0,0,-11,2,0,-102,86,15,124
2015,1,1,-70,4,0,-229,86,19,19
2016,4,0,-36,4,0,-104,82,14,100
2016
2017,3,0,-27,5,0,-179,85,0,89
2018,0,0,-34,3,0,-168,83,12,66
2019,0,0,-103,4,0,-185,76,10,114
2020,0,1,-51,4,0,-126,82,11,123
2021,1,2,-113,5,0,-255,79,6,125
2022,3,0,-54,3,0,-157,67,18,117
2023,0,0,-184,4,0,-338,86,8,120
2024,2,1,-90,6,0,-276,87,1,102
2025,1,1,-97,3,0,-191,76,14,100
2026,6,0,-168,4,0,-342,62,14,153
2027,2,3,-33,5,0,-261,78,7,116
2028,1,0,-104,3,0,-179,70,5,138
2029,2,0,-59,3,0,-277,82,12,55
2030,0,2,-68,7,0,-240,79,2,129
2031,3,0,-41,8,0,-196,66,5,117
2032,2,0,-119,6,0,-227,63,3,178
2033,0,3,-59,6,0,-150,76,5,62
2034,1,0,-37,4,0,-154,71,4,89
2035,2,1,-54,7,0,-207,87,1,73
2036,0,1,-25,4,0,-123,74,5,112
2037,1,1,-38,5,0,-169,80,16,106
2038,2,1,-14,4,0,-145,87,3,94
2039,4,6,-81,6,0,-198,60,4,129
2040,8,0,-82,5,0,-234,79,4,73
2041,0,0,25,5,0,-84,84,5,61
2042,2,0,-92,4,0,-264,66,2,54
2043,1,2,-75,6,0,-183,71,4,109
2044,0,0,-68,5,0,-201,76,1,95
2045,0,3,-36,5,0,-132,76,8,103
2046,0,0,-87,3,0,-172,76,8,77
