year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.2,11.8,16.7,8.1
1988,6.0,12.2,15.9,8.6
1989,6.6,12.3,17.7,8.5
1990,7.8,12.4,17.0,8.3
1991,4.7,10.6,17.4,7.2
1992,5.5,13.3,17.0,7.6
1993,5.6,13.3,15.6,6.9
1994,6.1,12.0,17.2,9.8
1995,6.8,12.0,18.1,8.3
1996,3.5,11.5,16.0,7.3
1997,5.5,12.4,17.7,8.8
1998,6.8,12.9,16.5,7.7
1999,6.5,13.0,18.0,8.7
2000,6.6,13.0,16.8,9.0
2001,5.7,12.3,17.1,9.4
2002,7.3,12.7,16.9,8.8
2003,5.6,13.4,18.1,8.0
2004,5.8,12.8,17.4,8.6
2005,5.7,13.1,17.0,9.5
2006,4.1,12.7,18.8,10.4
2007,7.7,13.7,16.3,8.4
2008,7.0,13.2,16.5,7.9
2009,4.5,13.4,17.7,8.7
2010,3.9,11.7,16.6,6.9
2011,6.3,14.0,16.6,10.1
2012,5.6,12.2,16.8,8.6
2013,3.1,10.9,17.0,9.4
2014,7.7,13.5,17.4,9.9
2015,5.7,12.6,16.8,11.2
2016,6.0,12.5,18.0,8.1
