year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,598,566,-76,-260,120,5.6,2694,10,14.8,144
1988,571,561,-103,-240,74,6.0,2868,22,16.4,146
1989,784,556,101,-138,161,6.1,2859,8,14.0,126
1990,636,565,-35,-170,70,5.3,2694,17,15.7,168
1991,633,669,-199,-313,99,7.0,3077,19,15.9,108
1992,628,576,-70,-222,120,6.6,2955,20,16.2,138
1993,611,630,-224,-223,4,5.9,2655,12,15.6,143
1994,737,687,-148,-249,75,7.1,3130,18,15.8,130
1995,665,551,-7,-132,74,5.9,2892,31,15.9,142
1996,571,614,-226,-250,32,5.5,2729,20,15.0,149
1997,620,660,-215,-318,80,6.4,2972,23,15.5,130
1998,675,572,-10,-211,140,6.3,2840,21,15.7,126
1999,558,712,-339,-373,26,5.7,2886,30,15.0,132
2000,552,681,-321,-358,13,6.7,2987,32,15.4,127
2001,700,555,35,-98,96,6.2,2816,16,15.4,148
2002,719,553,47,-86,82,6.2,2750,30,14.6,136
2003,618,556,-60,-187,90,7.1,2992,18,15.7,117
2004,524,578,-184,-244,18,6.1,2721,21,15.3,142
2005,521,594,-193,-283,57,7.2,3128,25,17.2,126
2006,657,549,-10,-160,75,5.5,2694,18,15.3,147
2007,696,594,-11,-121,93,6.0,3085,39,16.4,131
2008,703,554,36,-194,153,6.2,2799,23,14.7,135
2009,564,578,-138,-293,92,6.4,2895,33,15.2,136
2010,767,527,123,-52,97,6.1,2805,16,15.3,130
2011,588,541,-78,-185,110,5.7,2724,11,14.9,143
2012,626,567,-58,-188,124,6.2,2789,16,15.7,139
2013,473,558,-212,-293,40,6.2,2954,19,16.5,146
2014,765,541,104,-39,92,6.0,2786,17,15.4,145
2015,764,589,55,-94,104,7.0,3028,29,16.2,125
2016,703,574,15,-190,134,6.9,3024,23,15.8,128
2016
2017,602,544,-63,-208,83,6.6,2994,12,15.3,124
2018,731,543,54,-129,101,7.4,2974,16,15.1,112
2019,655,577,-52,-190,56,7.0,3134,22,16.3,134
2020,557,611,-179,-297,79,8.5,3511,41,16.9,107
2021,560,655,-274,-288,5,7.0,2849,25,16.7,129
2022,576,557,-120,-235,109,7.5,3105,18,17.0,129
2023,689,668,-212,-256,67,8.3,3348,25,16.3,92
2024,623,705,-245,-354,102,6.2,2939,41,16.1,142
2025,529,567,-166,-239,20,7.0,3061,42,16.4,138
2026,536,654,-310,-366,32,5.9,2722,12,14.7,152
2027,583,726,-348,-416,55,8.1,3366,38,16.9,124
2028,680,537,25,-133,141,6.8,2977,14,15.7,124
2029,627,739,-367,-374,35,9.4,3651,36,15.1,76
2030,521,658,-326,-324,-5,6.8,3057,23,15.4,129
2031,587,536,-83,-173,63,8.0,3275,17,15.3,109
2032,639,548,-48,-184,95,8.1,3186,17,15.8,93
2033,670,580,-53,-264,163,8.4,3324,26,15.9,102
2034,585,579,-142,-251,106,8.2,3326,26,15.4,90
2035,666,543,-7,-135,99,7.4,3132,24,15.5,126
2036,513,557,-171,-289,66,6.3,2930,24,17.0,140
2037,572,586,-145,-230,52,7.1,3135,21,16.9,135
2038,592,547,-93,-196,79,7.1,3150,26,16.4,121
2039,636,524,-19,-171,93,6.7,2867,13,15.0,129
2040,507,518,-142,-226,47,6.2,2707,16,15.4,145
2041,519,553,-154,-270,75,5.5,2765,25,15.2,161
2042,580,581,-120,-243,90,7.3,3047,29,16.3,109
2043,581,536,-94,-188,60,7.3,3049,17,15.4,121
2044,710,565,4,-148,140,7.7,3157,22,16.1,121
2045,607,573,-90,-231,104,6.1,2978,28,16.1,130
2046,757,528,99,-31,68,6.7,2944,14,15.6,136
