year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,80,-65,58,88
1988,82,-170,42,102
1989,132,-52,-14,199
1990,139,-157,239,133
1991,74,-19,-57,105
1992,101,-130,-83,161
1993,112,-151,127,113
1994,126,132,-61,109
1995,95,-29,-80,94
1996,59,-87,-45,138
1997,66,25,-104,185
1998,89,14,3,90
1999,82,-168,-113,110
2000,72,-141,76,78
2001,54,-32,-91,127
2002,99,-173,-242,99
2003,15,-82,-9,118
2004,78,-75,-51,161
2005,68,39,-26,58
2006,24,-147,5,100
2007,91,-151,-87,133
2008,90,-153,-143,110
2009,83,-80,-40,196
2010,78,-54,28,156
2011,53,-150,-70,54
2012,90,-56,-42,185
2013,73,-83,-15,77
2014,68,-3,-64,73
2015,56,-105,-55,72
2016,81,-130,33,171
