year,annual-hydric-deficit
1987,160
1988,57
1989,264
1990,354
1991,104
1992,49
1993,201
1994,305
1995,80
1996,65
1997,171
1998,196
1999,-89
2000,85
2001,58
2002,-216
2003,43
2004,112
2005,139
2006,-19
2007,-13
2008,-96
2009,159
2010,208
2011,-113
2012,177
2013,53
2014,74
2015,-33
2016,155
