year,A1,A2,A3
,label A1,label A2,label A3
1987,3,4177,41
1988,9,4094,74
1989,0,3866,18
1990,6,4347,48
1991,7,3726,64
1992,10,3936,71
1993,2,4050,34
1994,5,3764,61
1995,16,4202,100
1996,6,4208,57
1997,8,4039,90
1998,8,4027,62
1999,12,4277,115
2000,3,3858,70
2001,6,4017,39
2002,12,3987,118
2003,4,3675,55
2004,11,4091,78
2005,12,3815,110
2006,7,4197,58
2007,21,4263,134
2008,7,4005,80
2009,15,3977,116
2010,8,4001,60
2011,3,4139,38
2012,9,4010,62
2013,8,4084,79
2014,7,4063,57
2015,10,3751,85
2016,10,3857,82
2016
2017,6,3801,55
2018,6,3501,49
2019,12,3812,87
2020,28,3416,180
2021,14,3693,103
2022,5,3648,58
2023,12,3374,104
2024,21,4110,166
2025,25,3921,168
2026,0,4022,29
2027,8,3527,121
2028,5,3751,36
2029,17,2978,153
2030,12,3847,102
2031,6,3388,60
2032,10,3323,77
2033,11,3243,93
2034,12,3288,86
2035,8,3635,78
2036,8,4022,79
2037,2,3785,69
2038,16,3747,117
2039,9,3688,54
2040,3,3986,45
2041,7,4261,79
2042,17,3578,98
2043,10,3594,56
2044,2,3480,60
2045,18,4098,112
2046,5,3724,51

min,,2800
max,,5200
steps,,7
decimal
