year,annual-frozen-days
1987,161
1988,141
1989,97
1990,99
1991,112
1992,136
1993,136
1994,137
1995,134
1996,147
1997,136
1998,123
1999,126
2000,107
2001,142
2002,134
2003,136
2004,131
2005,138
2006,123
2007,111
2008,93
2009,124
2010,137
2011,114
2012,121
2013,122
2014,113
2015,104
2016,125
