year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1091,8,-260,0
1988,1203,10,-240,0
1989,1031,8,-138,0
1990,1254,9,-170,3
1991,1159,8,-313,1
1992,1246,9,-222,0
1993,998,10,-223,0
1994,1354,9,-249,0
1995,1266,7,-132,1
1996,1115,7,-250,1
1997,1269,10,-318,0
1998,1183,8,-211,0
1999,1281,8,-373,0
2000,1275,7,-358,0
2001,1194,10,-98,0
2002,1071,5,-86,9
2003,1135,8,-187,3
2004,1161,8,-244,4
2005,1449,11,-283,0
2006,1121,8,-160,0
2007,1368,10,-121,1
2008,1152,7,-194,0
2009,1240,6,-293,0
2010,1068,8,-52,0
2011,1009,8,-185,2
2012,1175,7,-188,0
2013,1234,10,-293,3
2014,1125,10,-39,1
2015,1313,8,-94,0
2016,1271,10,-190,0
2016
2017,1163,9,-208,0
2018,1162,8,-129,1
2019,1337,9,-190,0
2020,1567,11,-297,1
2021,1155,10,-288,1
2022,1370,11,-235,0
2023,1310,11,-256,0
2024,1330,8,-354,0
2025,1450,10,-239,0
2026,1110,9,-366,1
2027,1495,11,-416,0
2028,1164,10,-133,0
2029,1445,8,-374,0
2030,1312,8,-324,1
2031,1250,9,-173,0
2032,1162,9,-184,0
2033,1321,9,-264,0
2034,1270,8,-251,0
2035,1324,9,-135,0
2036,1215,11,-289,4
2037,1328,10,-230,0
2038,1191,8,-196,6
2039,1101,8,-171,0
2040,1119,9,-226,1
2041,1266,9,-270,2
2042,1257,8,-243,0
2043,1178,9,-188,0
2044,1257,9,-147,0
2045,1282,9,-231,0
2046,1069,9,-31,2

min,600,4
max,1800,14
steps,7,6
decimal
