year,F1,F3,M4
,label F1,label F3,label M4
1987,111,158,1
1988,112,158,2
1989,114,157,0
1990,124,162,1
1991,101,155,1
1992,114,159,1
1993,115,169,1
1994,125,162,0
1995,117,160,1
1996,122,161,3
1997,111,157,2
1998,111,158,3
1999,119,159,2
2000,105,149,1
2001,111,157,1
2002,111,166,0
2003,97,159,1
2004,101,164,3
2005,113,157,2
2006,116,159,1
2007,106,154,0
2008,112,156,1
2009,111,160,3
2010,107,161,0
2011,86,157,1
2012,108,155,1
2013,128,171,2
2014,100,158,0
2015,113,154,1
2016,104,154,1
2016
2017,106,160,1
2018,89,156,1
2019,107,151,0
2020,95,142,1
2021,109,162,0
2022,93,151,3
2023,72,147,2
2024,117,163,2
2025,112,157,1
2026,102,155,3
2027,97,148,2
2028,101,154,1
2029,89,137,1
2030,101,155,1
2031,77,137,1
2032,71,156,0
2033,88,143,1
2034,91,141,1
2035,111,152,0
2036,113,164,3
2037,96,143,2
2038,88,154,1
2039,109,153,1
2040,126,168,2
2041,123,160,0
2042,95,152,1
2043,107,153,2
2044,100,149,2
2045,109,153,2
2046,108,164,1
