year,annual-precipitations
1987,703
1988,653
1989,864
1990,943
1991,670
1992,663
1993,782
1994,902
1995,640
1996,590
1997,705
1998,703
1999,492
2000,639
2001,654
2002,459
2003,629
2004,671
2005,707
2006,577
2007,571
2008,512
2009,721
2010,779
2011,491
2012,743
2013,651
2014,673
2015,552
2016,723
