year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,9.0,16.8,24.4,13.9
1988,10.7,17.1,22.9,13.4
1989,11.1,17.2,23.1,13.5
1990,11.8,17.5,22.9,12.8
1991,10.3,15.8,23.7,12.5
1992,9.5,17.0,22.5,12.4
1993,9.1,17.5,22.2,11.8
1994,9.8,17.1,24.3,12.6
1995,9.1,16.5,22.5,12.4
1996,8.8,17.2,21.2,12.0
1997,10.1,17.5,22.8,12.4
1998,9.5,17.4,23.1,10.2
1999,8.8,18.3,23.8,10.9
2000,8.8,18.3,22.9,12.3
2001,10.4,18.1,22.9,11.8
2002,10.7,17.6,21.9,13.8
2003,9.1,18.8,24.2,13.0
2004,9.5,16.9,22.6,13.7
2005,9.0,18.4,23.0,12.3
2006,9.3,17.8,23.5,14.8
2007,10.1,18.9,22.5,11.2
2008,9.6,17.9,23.1,11.3
2009,8.2,18.7,23.9,12.1
2010,7.8,17.6,23.4,10.6
2011,8.9,18.9,23.3,13.0
2012,8.7,18.5,24.1,12.6
2013,7.9,16.7,22.8,12.6
2014,10.0,17.5,22.5,13.8
2015,9.4,18.0,23.6,12.8
2016,10.1,17.5,23.1,12.2
