year,annual-hydric-deficit
1987,-627
1988,-616
1989,-831
1990,-538
1991,-548
1992,-238
1993,-309
1994,-384
1995,-422
1996,177
1997,-504
1998,-643
1999,-164
2000,-396
2001,-667
2002,-466
2003,-865
2004,-629
2005,-691
2006,-810
2007,-917
2008,-218
2009,-340
2010,12
2011,-429
2012,-380
2013,-48
2014,239
2015,-451
2016,-467
