year,annual-precipitations
1987,565
1988,534
1989,338
1990,589
1991,521
1992,882
1993,905
1994,837
1995,739
1996,1288
1997,658
1998,525
1999,1041
2000,834
2001,605
2002,716
2003,424
2004,582
2005,531
2006,423
2007,344
2008,983
2009,887
2010,1198
2011,757
2012,890
2013,1014
2014,1334
2015,698
2016,677
