year,annual-average-temperature
1987,16.1
1988,16.1
1989,16.3
1990,16.3
1991,15.6
1992,15.4
1993,15.2
1994,16.0
1995,15.1
1996,14.8
1997,15.8
1998,15.1
1999,15.5
2000,15.6
2001,15.8
2002,16.0
2003,16.3
2004,15.7
2005,15.7
2006,16.4
2007,15.7
2008,15.5
2009,15.8
2010,14.9
2011,16.1
2012,16.0
2013,15.1
2014,16.0
2015,16.0
2016,15.7
