year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1903,15,-518,0
1988,2030,14,-606,0
1989,1960,13,-664,0
1990,2027,14,-735,0
1991,2084,16,-677,0
1992,2058,16,-670,0
1993,2211,16,-831,0
1994,2073,15,-843,0
1995,2121,15,-684,0
1996,2105,14,-707,0
1997,2121,14,-601,0
1998,2199,15,-623,0
1999,1988,14,-608,0
2000,2063,16,-779,0
2001,1965,15,-585,0
2002,2145,14,-652,0
2003,2071,15,-729,0
2004,1911,15,-520,0
2005,2150,16,-672,0
2006,2137,15,-754,1
2007,2102,15,-606,0
2008,2054,15,-628,0
2009,2109,16,-673,0
2010,2043,16,-715,0
2011,1987,14,-608,0
2012,2116,16,-689,0
2013,2062,16,-724,0
2014,2127,15,-592,0
2015,2112,14,-592,0
2016,2162,15,-691,0
2016
2017,2401,16,-684,0
2018,2448,16,-614,0
2019,2282,16,-806,0
2020,2392,16,-639,0
2021,2293,16,-786,0
2022,2041,15,-650,0
2023,2314,16,-760,0
2024,2268,14,-611,0
2025,2466,18,-699,0
2026,2270,15,-750,0
2027,2408,16,-836,0
2028,2391,16,-644,0
2029,2446,17,-760,0
2030,2349,17,-684,0
2031,2449,17,-705,0
2032,2336,16,-676,0
2033,2302,14,-876,0
2034,2356,15,-673,0
2035,2258,17,-804,0
2036,2284,15,-580,0
2037,2484,17,-888,0
2038,2428,17,-669,0
2039,2317,17,-757,0
2040,2265,16,-757,0
2041,2444,17,-671,0
2042,2319,17,-716,0
2043,2307,16,-753,0
2044,2415,16,-784,0
2045,2268,16,-813,0
2046,2113,16,-516,0

min,1500,10,,0
max,3000,20,,8
steps,11,11,,9
decimal



