year,F1,F3,M4
,label F1,label F3,label M4
1987,56,139,0
1988,57,142,2
1989,55,147,2
1990,53,136,1
1991,52,139,0
1992,65,144,0
1993,51,135,0
1994,67,142,1
1995,49,142,0
1996,54,146,1
1997,54,139,1
1998,44,134,0
1999,59,138,0
2000,36,148,0
2001,39,130,0
2002,47,136,2
2003,59,150,1
2004,49,143,0
2005,52,137,1
2006,54,134,0
2007,56,137,1
2008,52,133,0
2009,43,136,0
2010,72,150,0
2011,39,133,0
2012,46,145,1
2013,59,140,0
2014,58,147,2
2015,48,145,0
2016,50,139,1
2016
2017,32,126,1
2018,29,137,0
2019,54,140,0
2020,34,138,0
2021,37,137,1
2022,35,132,0
2023,50,144,1
2024,53,141,0
2025,30,124,0
2026,25,137,1
2027,34,141,0
2028,25,139,0
2029,37,129,0
2030,29,131,0
2031,30,133,1
2032,28,143,0
2033,32,132,0
2034,40,136,0
2035,36,138,0
2036,48,137,0
2037,30,133,1
2038,33,130,0
2039,50,144,0
2040,44,145,0
2041,40,133,0
2042,30,132,1
2043,39,131,0
2044,48,140,0
2045,35,130,1
2046,45,139,0
