year,annual-frozen-days
1987,53
1988,37
1989,46
1990,27
1991,30
1992,16
1993,19
1994,11
1995,23
1996,39
1997,19
1998,23
1999,25
2000,18
2001,37
2002,19
2003,34
2004,19
2005,22
2006,27
2007,20
2008,33
2009,37
2010,87
2011,32
2012,36
2013,37
2014,17
2015,25
2016,34
