year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,1419,405,865,205,406,9.0,3288,0,13.5,28
1988,1371,445,775,92,373,9.0,3288,1,14.0,42
1989,1377,423,809,111,374,8.5,3138,0,13.8,49
1990,1422,419,847,173,402,8.9,3267,0,13.4,43
1991,1475,518,704,112,266,9.1,3309,1,13.5,35
1992,1495,434,907,188,263,8.9,3260,3,14.7,45
1993,1494,565,635,33,349,8.9,3266,0,13.3,27
1994,1331,564,536,38,243,8.7,3185,0,13.8,43
1995,1425,406,870,257,298,8.7,3178,0,13.2,25
1996,1304,585,445,-6,222,8.6,3140,3,13.1,34
1997,1134,549,328,10,149,8.7,3173,2,14.3,44
1998,1454,419,888,196,397,9.0,3313,2,14.1,29
1999,1350,613,432,-15,158,8.9,3241,3,14.1,39
2000,1320,511,581,38,325,8.5,3133,0,13.6,31
2001,1486,414,923,233,375,9.2,3372,2,14.2,23
2002,1322,432,737,173,262,9.2,3356,2,14.8,30
2003,1214,414,644,180,203,8.8,3211,0,13.9,45
2004,1285,429,690,155,268,9.1,3329,1,13.9,29
2005,1352,418,782,177,334,9.6,3519,0,14.5,26
2006,1182,441,588,25,269,8.9,3256,2,13.8,29
2007,1157,433,577,156,227,8.8,3216,0,14.3,35
2008,1328,441,731,51,372,9.2,3370,1,14.4,33
2009,1428,406,865,235,296,8.9,3258,0,13.6,32
2010,1275,415,712,187,201,8.5,3135,0,14.2,46
2011,1266,413,700,121,272,9.1,3318,1,13.5,29
2012,1508,402,960,194,384,8.8,3216,1,14.0,33
2013,1272,434,694,187,247,9.0,3278,3,14.4,45
2014,1285,418,721,89,425,8.9,3258,2,14.0,41
2015,1431,427,854,218,429,9.1,3315,0,13.6,30
2016,1218,416,650,49,355,8.8,3221,1,14.1,33
2016
2017,1463,414,892,198,347,10.2,3722,1,14.8,9
2018,1250,412,679,171,300,9.7,3554,2,14.7,17
2019,1306,440,707,33,385,9.4,3449,2,14.3,27
2020,1439,429,854,137,433,10.1,3693,1,14.4,13
2021,1498,527,749,52,388,9.9,3618,4,15.0,17
2022,1492,426,899,239,396,10.0,3636,4,15.2,21
2023,1445,604,558,-100,416,9.1,3312,0,13.4,25
2024,1539,565,731,-36,344,9.6,3498,4,14.7,26
2025,1488,398,934,168,357,9.7,3558,1,13.9,9
2026,1334,595,454,-92,350,9.7,3530,2,14.6,14
2027,1406,581,584,102,271,9.6,3518,0,14.8,14
2028,1622,410,1054,92,365,9.2,3357,3,13.8,11
2029,1442,624,499,-84,330,9.9,3609,1,14.6,17
2030,1392,556,594,42,247,10.4,3789,3,14.9,14
2031,1527,424,955,232,338,9.5,3453,0,13.9,18
2032,1407,438,809,127,344,9.8,3585,2,14.5,29
2033,1442,406,886,155,354,9.9,3612,1,14.8,13
2034,1311,431,710,110,318,9.4,3435,1,14.4,26
2035,1628,405,1067,190,456,9.4,3431,3,14.2,23
2036,1371,399,808,163,354,9.5,3473,0,13.7,16
2037,1388,430,806,112,365,10.1,3684,2,14.6,15
2038,1739,420,1161,262,417,10.0,3666,2,15.3,10
2039,1489,400,935,197,399,9.3,3407,0,14.2,32
2040,1425,429,843,122,369,9.0,3312,5,14.4,37
2041,1518,419,938,237,331,9.8,3566,3,15.1,17
2042,1566,436,970,249,375,10.0,3663,0,15.3,16
2043,1336,432,749,212,337,10.1,3704,0,15.1,11
2044,1283,413,705,72,284,9.5,3464,1,14.1,17
2045,1507,425,928,192,444,10.0,3637,2,14.3,9
2046,1208,415,638,81,292,8.9,3260,0,13.7,36
