year,annual-frozen-days
1987,76
1988,42
1989,57
1990,41
1991,75
1992,47
1993,58
1994,52
1995,56
1996,93
1997,80
1998,79
1999,64
2000,49
2001,67
2002,59
2003,94
2004,84
2005,80
2006,82
2007,72
2008,76
2009,80
2010,108
2011,67
2012,58
2013,72
2014,30
2015,57
2016,63
