year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1454,9,-166,4
1988,1249,10,-209,14
1989,1473,10,-248,1
1990,1309,9,-59,5
1991,1180,9,-423,12
1992,1291,9,-215,8
1993,1414,10,-245,4
1994,1286,9,-227,6
1995,1201,10,-154,11
1996,1315,9,-303,3
1997,1441,11,-157,3
1998,1562,11,-302,2
1999,1319,11,-193,3
2000,1383,10,-270,6
2001,1257,9,-244,10
2002,1431,10,-172,1
2003,1543,9,-311,4
2004,1220,9,-85,10
2005,1568,9,-202,1
2006,1217,9,-131,3
2007,1132,8,-161,5
2008,1282,9,-135,2
2009,1266,11,-223,8
2010,1259,11,-191,9
2011,1308,11,-172,3
2012,1348,10,-147,0
2013,1259,9,-38,5
2014,1362,12,-131,1
2015,1235,9,-203,5
2016,1450,12,-137,3
2016
2017,1605,10,-352,0
2018,1648,11,-131,6
2019,1439,10,-201,5
2020,1474,12,-228,13
2021,1577,10,-357,0
2022,1537,11,-142,2
2023,1424,10,-309,3
2024,1665,11,-462,4
2025,1484,11,-291,6
2026,1623,12,-466,4
2027,1454,9,-407,7
2028,1884,11,-316,0
2029,1552,9,-479,2
2030,1465,9,-407,2
2031,1608,10,-208,7
2032,1578,10,-221,2
2033,1487,8,-286,8
2034,1826,12,-314,3
2035,1726,11,-278,0
2036,1487,10,-291,10
2037,1561,10,-141,1
2038,1511,11,-187,3
2039,1477,10,-230,3
2040,1698,11,-234,1
2041,1394,9,-219,3
2042,1487,10,-148,2
2043,1601,10,-243,10
2044,1659,10,-296,3
2045,1402,10,-132,9
2046,1495,11,-334,5

min,1000,5
max,2500,15
steps,7,11
decimal
