year,F1,F3,M4
,label F1,label F3,label M4
1987,67,132,4
1988,50,146,0
1989,41,123,1
1990,81,138,1
1991,62,144,3
1992,59,136,2
1993,60,141,1
1994,58,127,1
1995,56,138,1
1996,62,140,1
1997,59,129,1
1998,52,132,3
1999,52,130,1
2000,48,133,1
2001,59,142,4
2002,59,130,3
2003,59,128,2
2004,76,146,0
2005,59,117,2
2006,35,132,0
2007,60,141,2
2008,52,133,2
2009,59,132,2
2010,58,141,2
2011,52,126,1
2012,46,123,0
2013,73,135,0
2014,42,125,3
2015,37,128,3
2016,62,125,1
2016
2017,62,131,3
2018,37,131,0
2019,53,143,2
2020,55,141,2
2021,59,128,2
2022,70,140,2
2023,44,125,1
2024,53,136,4
2025,71,141,4
2026,53,119,1
2027,54,138,5
2028,32,125,3
2029,52,136,2
2030,65,135,4
2031,73,136,1
2032,55,126,4
2033,56,129,3
2034,39,125,3
2035,62,129,1
2036,66,138,3
2037,60,116,1
2038,47,127,0
2039,63,138,0
2040,42,118,2
2041,59,135,4
2042,39,128,3
2043,34,139,2
2044,47,134,4
2045,43,129,2
2046,40,139,5
