year,annual-average-temperature
1987,9.2
1988,10.5
1989,10.7
1990,10.8
1991,9.7
1992,10.3
1993,9.8
1994,10.3
1995,10.4
1996,8.6
1997,10.1
1998,9.3
1999,10.0
2000,10.3
2001,9.8
2002,10.3
2003,9.9
2004,9.4
2005,9.8
2006,10.3
2007,10.3
2008,9.6
2009,9.7
2010,9.0
2011,10.7
2012,10.1
2013,9.7
2014,11.2
2015,10.8
2016,10.5
