year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,18,0,-4,4,0,-36,59,27,183
1988,15,1,21,5,9,-92,54,29,202
1989,12,3,15,1,2,71,62,27,185
1990,5,2,-105,5,1,-185,48,22,171
1991,30,1,-140,6,14,-412,45,25,121
1992,14,3,14,2,7,-115,67,44,200
1993,23,0,-3,4,10,-110,50,30,186
1994,21,7,-101,3,4,-182,48,38,220
1995,18,3,25,3,4,-73,61,38,115
1996,2,8,-57,1,0,-126,63,30,97
1997,12,2,57,1,3,-4,60,26,209
1998,18,2,-62,2,2,-35,61,15,218
1999,5,6,-36,4,4,-195,61,29,102
2000,24,12,-79,5,4,-221,39,37,214
2001,16,4,-92,4,1,-168,59,38,139
2002,22,5,-43,2,4,-78,45,30,201
2003,16,1,43,2,6,41,58,23,125
2004,15,2,21,5,4,-84,47,45,142
2005,17,5,48,4,2,-109,41,37,190
2006,13,2,83,3,5,61,64,38,212
2007,14,3,35,2,2,-22,49,20,169
2008,18,5,51,5,6,23,57,19,261
2009,15,2,5,3,3,-109,58,34,144
2010,8,0,-96,3,4,-209,52,34,144
2011,24,7,-52,5,11,-181,58,36,161
2012,6,0,19,2,6,48,53,34,205
2013,8,7,-10,2,9,-80,69,24,150
2014,4,8,-15,2,4,-97,56,24,178
2015,11,2,54,2,3,-49,46,33,143
2016,4,2,-17,4,7,-127,64,35,209
2016
2017,34,2,-89,4,15,-281,52,25,209
2018,42,6,-100,6,14,-315,36,7,97
2019,45,5,-185,4,11,-361,35,13,81
2020,24,4,-63,6,6,-209,54,24,182
2021,25,6,-92,4,6,-307,54,13,198
2022,36,7,-59,6,15,-260,43,14,117
2023,20,5,-134,6,4,-293,46,15,107
2024,14,2,-69,3,8,-270,59,24,157
2025,28,5,-94,4,26,-337,45,21,73
2026,47,11,-191,3,22,-429,31,11,115
2027,26,1,-154,5,4,-231,40,17,181
2028,16,7,0,2,0,-127,60,28,184
2029,21,1,-131,4,20,-370,59,16,136
2030,25,8,-3,3,16,-187,48,29,133
2031,36,4,-117,7,6,-307,39,15,137
2032,23,4,-64,3,13,-281,41,23,88
2033,24,2,-148,2,11,-325,43,21,129
2034,25,3,-43,3,6,-216,51,7,161
2035,35,2,-41,3,11,-157,43,13,159
2036,45,11,-119,4,5,-232,33,15,214
2037,19,2,19,3,7,-195,47,12,109
2038,21,5,0,2,11,-155,49,20,194
2039,25,6,-75,2,7,-213,50,13,126
2040,24,1,-62,7,14,-273,56,11,133
2041,29,6,-79,4,5,-247,45,9,128
2042,32,2,-32,4,9,-157,32,18,152
2043,29,6,-142,4,11,-358,50,32,221
2044,16,3,-138,8,10,-298,54,26,125
2045,20,2,-19,2,4,-176,66,15,122
2046,18,5,19,3,12,-91,58,11,141

min,,,,0
max,,,,14
steps,,,,8
decimal
