year,annual-precipitations
1987,1115
1988,1140
1989,955
1990,1083
1991,855
1992,671
1993,1055
1994,996
1995,1010
1996,791
1997,956
1998,978
1999,1300
2000,1138
2001,1212
2002,1044
2003,822
2004,959
2005,862
2006,1083
2007,988
2008,968
2009,952
2010,952
2011,888
2012,998
2013,975
2014,958
2015,731
2016,1034
