year,F1,F3,M4
,label F1,label F3,label M4
1987,59,126,1
1988,59,126,2
1989,75,138,1
1990,61,133,2
1991,66,132,3
1992,77,137,2
1993,52,126,1
1994,37,127,1
1995,65,135,0
1996,82,137,1
1997,46,128,0
1998,54,130,2
1999,82,134,3
2000,92,138,2
2001,60,127,2
2002,75,128,0
2003,56,124,1
2004,66,130,1
2005,69,121,2
2006,53,140,0
2007,81,127,1
2008,60,128,2
2009,66,125,2
2010,61,131,1
2011,57,127,2
2012,51,125,2
2013,69,147,1
2014,67,133,2
2015,59,121,2
2016,64,131,1
2016
2017,47,129,2
2018,65,125,2
2019,45,124,3
2020,50,125,2
2021,72,138,2
2022,51,130,2
2023,66,125,3
2024,46,113,1
2025,31,135,2
2026,48,132,2
2027,39,121,2
2028,44,137,0
2029,37,124,1
2030,44,134,1
2031,34,130,3
2032,61,122,2
2033,61,136,3
2034,78,128,1
2035,50,119,2
2036,59,126,2
2037,40,121,3
2038,38,133,2
2039,53,137,0
2040,49,129,3
2041,63,136,2
2042,59,122,1
2043,55,140,3
2044,59,127,4
2045,52,121,1
2046,77,137,0
