year,annual-estival-days
1987,47
1988,54
1989,70
1990,53
1991,73
1992,59
1993,47
1994,63
1995,59
1996,52
1997,61
1998,45
1999,58
2000,57
2001,57
2002,45
2003,84
2004,54
2005,56
2006,57
2007,54
2008,50
2009,60
2010,47
2011,66
2012,58
2013,53
2014,46
2015,59
2016,55
