year,A1,A2,A3
,label A1,label A2,label A3
1987,8,2729,97
1988,25,2694,173
1989,13,2896,95
1990,8,2790,62
1991,40,2899,278
1992,29,3262,186
1993,29,2909,210
1994,12,2713,107
1995,22,3105,149
1996,4,3004,47
1997,16,2793,136
1998,21,2645,136
1999,23,2904,183
2000,11,3161,129
2001,9,2928,86
2002,20,2856,128
2003,22,2606,154
2004,25,2986,157
2005,15,2781,111
2006,12,2997,102
2007,12,2709,95
2008,29,2563,173
2009,12,2810,124
2010,14,2801,112
2011,27,2895,211
2012,30,2676,176
2013,36,2979,207
2014,17,2961,126
2015,19,2768,131
2016,22,2884,143
2016
2017,50,2470,337
2018,45,2429,281
2019,51,2486,335
2020,27,2539,199
2021,25,2715,206
2022,46,2647,296
2023,23,2584,183
2024,27,2420,207
2025,63,2508,429
2026,50,2696,431
2027,30,2472,183
2028,20,2660,129
2029,40,2442,339
2030,34,2700,299
2031,43,2440,244
2032,39,2600,297
2033,38,2657,236
2034,47,2679,280
2035,44,2305,279
2036,38,2512,240
2037,27,2338,192
2038,27,2693,202
2039,40,2591,258
2040,44,2429,301
2041,33,2514,220
2042,63,2407,394
2043,36,2785,252
2044,31,2561,199
2045,30,2404,210
2046,50,2651,286
