year,annual-frozen-days
1987,94
1988,69
1989,93
1990,74
1991,90
1992,58
1993,75
1994,48
1995,77
1996,91
1997,87
1998,85
1999,71
2000,45
2001,78
2002,58
2003,95
2004,92
2005,86
2006,87
2007,77
2008,79
2009,79
2010,90
2011,61
2012,68
2013,74
2014,27
2015,58
2016,70
