year,annual-average-temperature
1987,9.6
1988,10.7
1989,10.5
1990,10.7
1991,10.0
1992,11.1
1993,10.3
1994,11.7
1995,10.6
1996,9.6
1997,10.7
1998,10.4
1999,10.9
2000,11.4
2001,10.7
2002,11.2
2003,11.3
2004,10.4
2005,10.6
2006,10.9
2007,11.0
2008,10.6
2009,10.9
2010,9.8
2011,11.6
2012,10.9
2013,10.4
2014,12.0
2015,11.7
2016,10.9

min,8
max,14
steps,7
decimal
