year,annual-hydric-deficit
1987,433
1988,440
1989,180
1990,373
1991,148
1992,-116
1993,343
1994,269
1995,292
1996,73
1997,202
1998,245
1999,579
2000,415
2001,514
2002,317
2003,-8
2004,238
2005,125
2006,376
2007,278
2008,300
2009,210
2010,253
2011,134
2012,282
2013,282
2014,217
2015,-67
2016,337
