year,annual-hydric-deficit
1987,395
1988,540
1989,311
1990,175
1991,579
1992,466
1993,794
1994,970
1995,679
1996,898
1997,750
1998,370
1999,297
2000,186
2001,84
2002,478
2003,122
2004,222
2005,223
2006,314
2007,323
2008,405
2009,643
2010,268
2011,205
2012,408
2013,371
2014,439
2015,660
2016,373
