year,F1,F3,M4
,label F1,label F3,label M4
1987,39,115,2
1988,28,133,1
1989,29,126,2
1990,30,127,0
1991,29,124,1
1992,36,129,1
1993,25,121,0
1994,26,124,1
1995,43,125,0
1996,29,126,2
1997,35,125,0
1998,31,120,1
1999,37,121,1
2000,36,124,2
2001,28,126,3
2002,37,128,1
2003,40,129,0
2004,41,132,1
2005,43,124,2
2006,29,118,1
2007,31,126,2
2008,35,126,1
2009,39,124,0
2010,27,128,2
2011,30,125,1
2012,36,120,1
2013,31,127,2
2014,39,128,1
2015,33,125,1
2016,31,124,1
2016
2017,28,117,2
2018,24,115,1
2019,29,117,2
2020,24,121,2
2021,22,115,0
2022,32,123,3
2023,22,116,0
2024,17,128,3
2025,27,116,1
2026,25,124,1
2027,21,116,2
2028,20,121,3
2029,26,117,0
2030,27,123,1
2031,22,115,0
2032,22,119,0
2033,32,121,0
2034,22,118,1
2035,22,121,4
2036,22,121,1
2037,30,124,2
2038,26,118,0
2039,21,128,0
2040,24,128,0
2041,22,117,2
2042,19,122,2
2043,25,129,3
2044,24,122,2
2045,26,121,0
2046,24,126,1
