year,annual-precipitations
1987,968
1988,1103
1989,956
1990,789
1991,1127
1992,1016
1993,1337
1994,1477
1995,1283
1996,1452
1997,1276
1998,949
1999,862
2000,794
2001,738
2002,1083
2003,750
2004,855
2005,832
2006,937
2007,933
2008,983
2009,1198
2010,858
2011,774
2012,968
2013,984
2014,1060
2015,1242
2016,966
