year,annual-frozen-days
1987,210
1988,222
1989,209
1990,224
1991,220
1992,224
1993,246
1994,241
1995,224
1996,226
1997,226
1998,222
1999,217
2000,187
2001,219
2002,220
2003,209
2004,214
2005,208
2006,206
2007,204
2008,219
2009,221
2010,204
2011,192
2012,210
2013,200
2014,211
2015,199
2016,203
