year,annual-estival-days
1987,3
1988,15
1989,6
1990,3
1991,1
1992,2
1993,1
1994,1
1995,4
1996,2
1997,13
1998,0
1999,10
2000,7
2001,2
2002,8
2003,15
2004,1
2005,10
2006,9
2007,3
2008,0
2009,7
2010,8
2011,12
2012,1
2013,11
2014,23
2015,1
2016,6
