year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,614,397,161,59,58,-1.0,1699,5,12.2,217
1988,493,390,36,-33,31,-0.4,1851,9,12.0,199
1989,488,361,72,-49,69,-2.0,1294,2,8.3,232
1990,402,393,-44,-139,52,-2.4,1556,1,10.2,219
1991,444,467,-106,-165,26,-2.7,1449,11,9.8,235
1992,548,373,111,-19,99,-1.0,1467,1,10.7,222
1993,589,489,0,-79,27,-1.6,1443,1,9.8,231
1994,524,490,-50,-175,73,-1.2,1659,16,10.7,235
1995,490,395,42,-57,64,-1.5,1626,4,10.7,215
1996,450,492,-152,-239,43,-0.2,1569,4,11.4,230
1997,511,470,-49,-174,71,-1.4,1619,8,10.6,217
1998,445,400,-11,-118,72,-1.1,1735,10,12.8,225
1999,481,441,-54,-99,22,-2.2,1381,1,10.0,232
2000,454,394,0,-72,33,-1.7,1563,5,9.1,215
2001,538,381,99,-47,77,-0.9,1634,3,10.9,205
2002,497,381,58,-42,51,-2.0,1393,4,9.7,239
2003,545,394,89,-42,68,-1.1,1531,3,9.9,225
2004,501,402,45,-57,45,-2.1,1551,8,10.4,218
2005,525,403,59,-49,69,-1.1,1723,3,10.3,198
2006,499,408,25,-55,28,-0.3,1684,7,12.1,204
2007,469,409,7,-121,93,-1.8,1585,3,10.7,218
2008,563,416,88,-54,59,-0.4,1824,5,11.4,208
2009,554,373,115,27,43,-1.0,1501,7,8.7,222
2010,543,394,88,-20,89,-1.2,1597,8,10.4,208
2011,513,377,75,-10,54,-1.6,1499,5,10.4,237
2012,465,424,-21,-144,59,-1.3,1783,9,12.3,227
2013,479,402,18,-89,52,-0.3,1735,11,10.7,216
2014,567,395,107,-20,55,-0.2,1674,8,11.4,221
2015,544,413,74,-34,80,-0.1,1788,10,11.6,204
2016,475,405,7,-108,82,-0.3,1697,4,11.8,220
2016
2017,433,419,-56,-170,68,0.7,2016,5,12.5,202
2018,480,412,-7,-101,61,0.8,1881,5,11.4,201
2019,510,429,5,-143,75,1.9,1982,8,12.1,189
2020,464,413,-20,-145,74,0.9,1977,11,10.8,200
2021,398,517,-237,-321,24,1.4,1873,7,11.3,195
2022,474,371,34,-68,40,0.4,1677,0,10.4,206
2023,489,491,-109,-234,66,1.1,1869,7,9.6,185
2024,443,432,-57,-129,53,0.8,1843,9,11.1,201
2025,452,480,-147,-174,-8,0.8,1882,2,11.5,178
2026,535,487,-48,-129,21,-0.8,1790,2,12.1,207
2027,519,387,63,-45,76,0.8,1842,4,10.6,198
2028,518,477,-56,-154,56,0.2,1682,6,11.5,222
2029,642,437,134,-30,110,1.2,2034,15,12.6,194
2030,448,417,-45,-171,93,-0.2,1740,1,12.1,206
2031,561,389,105,-92,137,0.1,1864,0,10.4,191
2032,402,431,-99,-175,32,0.6,1959,10,11.6,203
2033,430,411,-56,-152,39,1.6,1995,9,11.9,186
2034,480,432,-23,-122,60,0.7,1981,3,12.9,191
2035,595,414,120,-73,110,0.1,1853,1,12.2,195
2036,590,406,123,-31,89,0.1,1741,6,11.4,210
2037,414,406,-56,-147,38,0.0,1873,8,11.8,195
2038,495,395,39,-44,53,-0.3,1696,9,11.6,214
2039,572,427,76,-63,93,0.9,1953,13,13.9,210
2040,498,406,25,-117,71,-0.2,1737,5,12.1,210
2041,522,407,50,-89,100,0.3,1878,5,12.0,192
2042,454,404,-26,-111,20,1.9,1993,7,13.4,199
2043,458,415,-24,-195,94,0.2,1819,13,11.3,212
2044,464,408,-7,-108,68,-0.1,1830,7,10.5,205
2045,387,420,-105,-186,48,1.3,1947,7,11.0,189
2046,433,391,-19,-134,66,-0.6,1718,0,11.0,207
