year,annual-precipitations
1987,240
1988,292
1989,242
1990,231
1991,235
1992,786
1993,540
1994,514
1995,578
1996,521
1997,451
1998,681
1999,447
2000,657
2001,549
2002,468
2003,479
2004,588
2005,643
2006,419
2007,522
2008,584
2009,489
2010,523
2011,591
2012,602
2013,473
2014,530
2015,636
2016,637
