year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,4,13,-50,3,0,30,51,82,105
1988,3,2,-53,2,0,-82,55,80,49
1989,2,11,-21,2,0,-31,53,83,74
1990,1,5,-102,5,0,-154,53,87,35
1991,11,7,-161,4,5,-143,59,89,81
1992,1,18,-4,4,0,-42,56,80,28
1993,1,15,-41,2,0,-70,58,88,57
1994,10,7,-125,2,0,-222,49,84,35
1995,4,12,-100,3,0,-95,47,83,54
1996,3,12,-178,3,0,-208,57,84,71
1997,8,7,-111,2,0,-146,45,78,99
1998,6,26,-40,4,0,-108,50,85,43
1999,0,21,-97,4,0,-103,57,74,71
2000,5,8,-99,5,0,-89,46,71,69
2001,3,17,-81,3,0,-92,48,78,86
2002,4,18,-58,2,0,-45,54,86,75
2003,3,11,-14,3,0,-70,54,81,37
2004,7,11,-58,4,0,-76,51,87,79
2005,1,7,-123,2,0,-68,49,76,44
2006,7,16,-72,1,0,-88,57,72,129
2007,1,9,-77,3,0,-101,56,75,36
2008,4,10,-81,3,0,-42,46,73,79
2009,7,21,-125,1,0,-9,43,75,159
2010,8,15,-64,1,0,-77,54,70,98
2011,3,24,-97,3,0,-25,50,81,94
2012,7,25,-160,2,1,-152,49,76,101
2013,9,10,-109,2,3,-112,44,74,72
2014,5,14,-69,2,0,-27,51,76,104
2015,10,7,-37,4,0,2,38,68,67
2016,3,14,-90,4,0,-77,54,74,94
2016
2017,5,8,-126,4,1,-143,44,69,37
2018,5,10,-160,5,0,-123,40,62,82
2019,8,9,-100,5,0,-158,45,67,30
2020,11,5,-94,5,1,-176,35,75,21
2021,6,10,-194,2,0,-283,46,68,42
2022,0,10,-38,4,0,-93,52,77,63
2023,7,2,-88,4,1,-210,44,72,21
2024,8,14,-142,4,0,-169,40,67,67
2025,1,1,-59,2,0,-183,49,62,38
2026,2,4,-93,4,0,-120,46,87,93
2027,2,12,-57,2,0,-76,53,63,73
2028,6,16,-84,1,0,-157,53,80,48
2029,15,8,-62,3,2,-56,39,68,89
2030,1,8,-104,2,0,-157,56,70,58
2031,0,7,-35,7,0,-115,48,67,0
2032,8,8,-103,5,0,-181,40,71,47
2033,8,8,-116,3,0,-168,43,69,30
2034,3,5,-81,3,0,-167,48,72,49
2035,1,5,-44,2,0,-102,57,68,93
2036,6,11,-6,2,0,-44,48,76,20
2037,8,0,-102,3,0,-157,47,80,53
2038,6,13,-25,1,0,-111,50,76,50
2039,8,14,-28,4,0,-71,46,83,50
2040,2,10,-81,5,0,-132,56,80,67
2041,5,4,-34,2,1,-104,56,79,47
2042,6,6,-70,0,0,-117,40,79,49
2043,13,11,-121,4,1,-162,42,70,48
2044,7,8,-59,4,0,-156,36,81,29
2045,7,1,-140,4,0,-189,38,75,41
2046,0,3,-90,5,0,-163,58,82,14
