year,F1,F3,M4
,label F1,label F3,label M4
1987,151,45,2
1988,133,187,1
1989,152,211,2
1990,144,194,2
1991,150,195,3
1992,159,200,1
1993,149,197,0
1994,152,190,1
1995,151,191,0
1996,151,199,2
1997,157,193,1
1998,158,195,3
1999,163,213,1
2000,148,188,3
2001,152,194,3
2002,160,63,2
2003,148,189,0
2004,153,193,2
2005,138,186,2
2006,151,199,2
2007,152,195,2
2008,141,186,0
2009,155,191,3
2010,149,193,3
2011,163,205,2
2012,157,194,1
2013,149,187,2
2014,153,195,0
2015,155,189,1
2016,153,192,1
2016
2017,142,183,3
2018,149,184,2
2019,143,183,2
2020,137,173,2
2021,145,184,1
2022,146,189,1
2023,129,174,1
2024,145,185,3
2025,138,187,1
2026,147,187,2
2027,138,184,2
2028,156,195,0
2029,145,181,1
2030,147,195,1
2031,139,180,3
2032,144,180,2
2033,135,180,3
2034,143,184,1
2035,140,191,0
2036,149,188,0
2037,140,182,2
2038,156,195,2
2039,149,189,0
2040,146,192,2
2041,133,182,2
2042,148,185,2
2043,152,188,2
2044,143,180,2
2045,138,177,2
2046,141,190,2
