year,annual-estival-days
1987,103
1988,82
1989,99
1990,87
1991,107
1992,89
1993,70
1994,102
1995,104
1996,87
1997,84
1998,90
1999,99
2000,96
2001,98
2002,91
2003,104
2004,115
2005,125
2006,120
2007,93
2008,89
2009,121
2010,105
2011,127
2012,115
2013,96
2014,106
2015,106
2016,110

min,20
max,180
steps,9
decmals
