year,A1,A2,A3
,label A1,label A2,label A3
1987,36,2597,282
1988,45,2380,368
1989,42,2264,351
1990,49,2377,416
1991,19,2390,263
1992,20,2415,214
1993,25,2274,273
1994,27,2419,255
1995,11,2290,140
1996,35,2299,307
1997,33,2461,309
1998,43,2560,293
1999,27,2341,266
2000,16,2388,222
2001,27,2267,205
2002,33,2393,344
2003,52,2178,420
2004,15,2134,185
2005,34,2464,303
2006,39,2387,316
2007,25,2443,252
2008,38,2306,323
2009,8,2347,158
2010,33,2270,307
2011,23,2147,283
2012,42,2409,328
2013,35,2390,280
2014,24,2376,235
2015,14,2597,171
2016,41,2376,359
2016
2017,68,2216,505
2018,48,2154,360
2019,45,2156,354
2020,46,2035,393
2021,53,2258,427
2022,70,2186,559
2023,41,1882,416
2024,37,1919,355
2025,55,2062,436
2026,26,2261,231
2027,26,2128,272
2028,64,1944,480
2029,61,1922,521
2030,55,2011,529
2031,47,2056,394
2032,48,2131,417
2033,71,2436,591
2034,56,2000,431
2035,59,1898,520
2036,42,1993,339
2037,53,1978,481
2038,45,2301,390
2039,63,2032,485
2040,50,1963,416
2041,46,2016,382
2042,55,2095,414
2043,70,2247,575
2044,47,2051,356
2045,35,2067,350
2046,75,2218,546
