year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,6.1,14.9,22.0,8.9
1988,6.8,13.5,19.8,8.7
1989,6.5,14.5,20.8,10.9
1990,6.8,14.1,21.1,7.3
1991,5.9,13.8,22.2,8.4
1992,5.2,14.3,20.9,8.5
1993,5.7,13.8,19.7,8.0
1994,6.5,14.4,20.6,9.8
1995,7.5,15.7,20.2,11.1
1996,6.6,14.8,19.7,9.2
1997,8.7,14.9,21.0,10.3
1998,8.5,14.1,21.3,8.1
1999,6.0,15.1,20.9,8.2
2000,6.9,14.8,20.2,9.2
2001,7.0,13.9,19.0,6.5
2002,6.4,13.9,18.4,9.3
2003,5.6,15.3,20.8,7.9
2004,5.4,13.8,19.3,7.0
2005,4.2,15.9,20.2,8.1
2006,5.2,16.1,21.0,9.9
2007,6.4,14.1,19.6,7.1
2008,6.8,14.0,19.4,6.9
2009,5.7,14.9,20.6,9.5
2010,5.5,14.9,20.9,7.7
2011,6.2,15.9,19.9,9.3
2012,4.4,14.6,20.1,8.7
2013,5.7,12.6,20.7,8.1
2014,6.4,13.9,19.7,9.6
2015,5.0,15.7,20.0,9.4
2016,6.4,14.0,21.6,8.8
