year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,52,129,3
1988,65,126,2
1989,47,121,3
1990,40,131,3
1991,42,124,4
1992,39,128,2
1993,38,119,3
1994,52,126,2
1995,30,117,4
1996,56,121,2
1997,59,127,2
1998,48,137,3
1999,50,124,3
2000,41,127,4
2001,36,118,3
2002,42,127,4
2003,57,117,3
2004,30,122,2
2005,63,128,3
2006,43,125,3
2007,60,127,1
2008,45,120,2
2009,51,123,3
2010,58,126,4
2011,45,118,4
2012,57,126,3
2013,54,135,3
2014,43,123,2
2015,46,126,3
2016,59,117,3
2016
2017,37,113,3
2018,36,119,3
2019,33,122,2
2020,36,108,1
2021,41,125,2
2022,38,122,2
2023,28,111,4
2024,24,117,3
2025,34,111,2
2026,45,116,2
2027,34,121,5
2028,37,107,2
2029,27,110,2
2030,38,104,2
2031,46,110,2
2032,36,115,3
2033,49,128,4
2034,33,105,4
2035,25,114,4
2036,31,108,4
2037,40,118,3
2038,43,119,3
2039,28,105,4
2040,33,109,3
2041,30,118,1
2042,34,111,4
2043,50,117,4
2044,33,104,4
2045,40,122,4
2046,26,120,1
