year,annual-hydric-deficit
1987,-681
1988,-698
1989,-574
1990,-799
1991,-862
1992,-675
1993,-589
1994,-696
1995,-767
1996,-552
1997,-330
1998,-682
1999,-582
2000,-546
2001,-603
2002,-681
2003,-660
2004,-794
2005,-955
2006,-806
2007,-555
2008,-527
2009,-814
2010,-512
2011,-792
2012,-706
2013,-556
2014,-703
2015,-813
2016,-595
