year,A1,A2,A3
,label A1,label A2,label A3
1987,62,1876,475
1988,59,1968,413
1989,56,1720,371
1990,53,1925,351
1991,50,2202,436
1992,60,1864,396
1993,63,1864,430
1994,37,1922,315
1995,55,1788,412
1996,66,1657,475
1997,38,1899,347
1998,55,1823,407
1999,55,2043,467
2000,31,2014,346
2001,78,1865,493
2002,58,1860,436
2003,66,1914,443
2004,63,1811,452
2005,58,1778,431
2006,81,2159,492
2007,64,1995,454
2008,44,2000,323
2009,30,1790,300
2010,64,1874,448
2011,57,1751,437
2012,60,1896,468
2013,54,1800,397
2014,67,1852,472
2015,55,1788,377
2016,38,2042,343
2016
2017,80,1559,574
2018,102,1780,684
2019,75,1746,479
2020,87,1571,604
2021,85,1692,678
2022,80,1675,607
2023,72,1876,520
2024,83,1543,647
2025,75,1820,491
2026,94,1688,628
2027,80,1673,671
2028,92,1840,646
2029,80,1447,641
2030,69,1724,570
2031,88,1746,598
2032,76,1480,529
2033,88,1612,636
2034,80,1754,596
2035,107,1651,707
2036,92,1603,682
2037,79,1796,546
2038,60,1571,449
2039,74,1728,498
2040,98,1523,694
2041,76,1709,563
2042,78,1844,589
2043,70,1548,492
2044,91,1654,682
2045,81,1899,625
2046,97,1582,679

min,,1200
max,,2550
steps,,10
decimal



