year,annual-precipitations
1987,637
1988,413
1989,261
1990,499
1991,431
1992,373
1993,414
1994,577
1995,617
1996,706
1997,392
1998,486
1999,641
2000,666
2001,448
2002,788
2003,513
2004,436
2005,462
2006,370
2007,313
2008,787
2009,643
2010,747
2011,594
2012,405
2013,557
2014,854
2015,484
2016,450
