year,annual-frozen-days
1987,37
1988,27
1989,26
1990,34
1991,38
1992,30
1993,21
1994,3
1995,9
1996,9
1997,2
1998,4
1999,13
2000,53
2001,27
2002,17
2003,32
2004,27
2005,57
2006,41
2007,31
2008,20
2009,31
2010,44
2011,23
2012,40
2013,33
2014,9
2015,23
2016,14
