year,annual-estival-days
1987,91
1988,82
1989,104
1990,97
1991,101
1992,88
1993,97
1994,97
1995,74
1996,78
1997,102
1998,91
1999,101
2000,116
2001,100
2002,95
2003,122
2004,117
2005,106
2006,126
2007,120
2008,92
2009,126
2010,107
2011,122
2012,121
2013,101
2014,124
2015,120
2016,111

min,0
max,135
steps,10
decimal
