year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.8,18.5,25.7,9.9
1988,6.7,18.7,25.8,7.7
1989,7.4,18.6,23.6,8.5
1990,7.7,18.9,24.1,10.6
1991,6.1,17.8,23.9,9.2
1992,5.9,18.3,24.7,10.1
1993,5.1,19.5,25.1,10.6
1994,8.1,19.5,26.2,10.2
1995,6.9,19.0,23.2,9.0
1996,4.5,19.4,22.9,10.3
1997,6.5,17.9,23.1,9.1
1998,7.0,19.4,24.9,9.0
1999,6.1,19.2,25.2,11.0
2000,4.4,20.4,25.3,11.7
2001,9.0,19.1,25.7,8.4
2002,7.6,19.6,23.9,10.1
2003,5.2,19.9,24.6,10.0
2004,6.2,18.2,24.5,11.2
2005,6.0,19.2,24.4,9.8
2006,5.4,19.3,24.7,10.2
2007,9.1,20.5,25.1,9.3
2008,7.7,19.6,25.2,11.6
2009,5.9,19.1,24.1,11.0
2010,6.7,19.0,25.0,10.9
2011,6.2,18.2,25.5,8.2
2012,4.6,19.5,26.2,11.2
2013,7.3,19.8,24.5,10.4
2014,8.8,18.4,23.8,10.8
2015,6.4,18.7,25.6,10.6
2016,8.2,19.4,24.3,9.2
