year,annual-hydric-deficit
1987,-495
1988,-742
1989,-646
1990,-847
1991,-817
1992,-939
1993,-742
1994,-638
1995,-465
1996,-366
1997,-628
1998,-639
1999,-452
2000,-952
2001,-676
2002,-424
2003,-515
2004,-522
2005,-579
2006,-589
2007,-702
2008,-703
2009,-503
2010,-473
2011,-701
2012,-524
2013,-488
2014,-277
2015,-517
2016,-578
