year,annual-precipitations
1987,572
1988,364
1989,389
1990,243
1991,229
1992,166
1993,398
1994,464
1995,594
1996,678
1997,469
1998,491
1999,618
2000,230
2001,461
2002,621
2003,565
2004,574
2005,566
2006,505
2007,500
2008,434
2009,584
2010,653
2011,365
2012,597
2013,604
2014,727
2015,541
2016,507
