year,A1,A2,A3
,label A1,label A2,label A3
1987,74,2930,561
1988,81,2377,585
1989,57,2149,453
1990,59,2544,455
1991,58,2580,469
1992,76,2609,493
1993,46,2438,421
1994,52,2335,539
1995,80,2402,515
1996,75,2718,607
1997,65,2422,530
1998,80,2629,526
1999,59,2931,521
2000,34,2685,317
2001,55,2838,388
2002,90,2216,709
2003,59,2691,464
2004,80,2443,544
2005,88,2479,634
2006,53,2780,456
2007,55,2528,457
2008,68,2587,517
2009,36,2810,324
2010,58,2619,432
2011,71,2916,513
2012,79,2526,559
2013,77,2774,531
2014,58,2648,475
2015,76,2393,534
2016,73,2573,502
2016
2017,84,2038,600
2018,71,2039,535
2019,99,2349,802
2020,87,2464,623
2021,64,2505,561
2022,74,2144,462
2023,75,2212,609
2024,74,2268,643
2025,93,2261,604
2026,76,2063,572
2027,73,1918,606
2028,96,2220,623
2029,80,2246,649
2030,75,2169,615
2031,85,2369,631
2032,77,2020,546
2033,88,1924,631
2034,92,2373,667
2035,72,2449,542
2036,83,2110,623
2037,85,2086,625
2038,84,2011,619
2039,60,2220,433
2040,113,2261,889
2041,64,2226,482
2042,64,2381,527
2043,76,2491,536
2044,61,2325,476
2045,68,2324,550
2046,80,2706,594

min,30,1800,240
max,130,3300,1040
steps,11,11,11
decimals
