year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,82,121,10
1988,64,121,6
1989,63,122,8
1990,67,121,10
1991,48,121,10
1992,60,115,11
1993,32,115,6
1994,58,122,10
1995,64,109,7
1996,76,125,8
1997,68,130,9
1998,61,119,10
1999,76,132,10
2000,46,122,8
2001,70,122,7
2002,52,109,6
2003,67,124,7
2004,67,121,9
2005,57,120,6
2006,62,126,8
2007,66,134,5
2008,63,115,9
2009,67,127,5
2010,54,115,9
2011,70,121,6
2012,56,110,5
2013,65,121,6
2014,72,119,4
2015,49,120,6
2016,73,120,10
2016
2017,57,111,10
2018,34,103,7
2019,38,117,11
2020,70,126,10
2021,74,133,6
2022,54,119,4
2023,36,121,10
2024,53,120,3
2025,62,126,7
2026,46,119,7
2027,31,114,11
2028,61,119,9
2029,40,127,10
2030,57,109,3
2031,71,125,8
2032,33,113,9
2033,30,99,9
2034,60,118,11
2035,60,128,11
2036,60,111,7
2037,41,116,10
2038,50,109,9
2039,55,103,6
2040,56,113,10
2041,58,118,7
2042,49,120,8
2043,67,117,8
2044,59,111,10
2045,65,117,8
2046,99,140,6
